"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"23153            		  View Course","ST. MICHAEL COLLEGE OF ENGINEERING AND TECHNOLOGY","Anna University, Chennai","Tamil Nadu","Sivaganga","630551","principal@smcet.edu.in","Private","NAAC","2029-05-08","Active"
"23154            		  View Course","GREATER NOIDA INSTITUTE OF TECHNOLOGY (ENGINEERING INSTITUTE)","Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow","Uttar Pradesh","Gautam Buddh Nagar","201310","registrar@gnit.net","Private","NAAC","2029-03-13","Active"
"23155            		  View Course","MAHARAJA AGRASEN INSTITUTE OF MANAGEMENT STUDIES","Guru Gobind Singh Indraprastha University, Delhi","Delhi","North West Delhi","110086","derector@maims.ac.in","Private","NAAC","2028-08-11","Active"
"23156            		  View Course","TECHNOCRATS INSTITUTE OF TECHNOLOGY AND SCIENCE","Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","Madhya Pradesh","Bhopal","462022","titscience2007@gmail.com","Private","NBA","2027-06-30","Active"
"23157            		  View Course","NIET BUSINESS SCHOOL","AICTE","Uttar Pradesh","Gautam Buddh Nagar","201306","directorpgdm@niet.co.in","Private","NBA","2026-06-30","Active"
"23158            		  View Course","DELHI TECHNICAL CAMPUS","GURU GOVIND SINGH INDRAPRASTHA UNIVERSITY","Uttar Pradesh","Gautam Buddh Nagar","201306","info@delhitechnicalcampus.ac.in","Private","NBA","2027-06-30","Active"
"23159            		  View Course","PRABHU KAILASH INSTITUTE OF MANAGEMENT","AICTE","Bihar","Aurangabad","824101","prabhukailashinstituteofmgt@gmail.com","Private","","Not Available","Active"
"23160            		  View Course","DR. VAISHAMPAYAN MEMORIAL MEDICAL COLLEGE, SOLAPUR","Maharashtra University of Health Sciences, Nashik","Maharashtra","Solapur","413003","deansolapur@gmail.com","Government","","Not Available","Active"
"23161            		  View Course","NATIONAL POWER TRAINING INSTITUTE","JC BOSE UNIVERSITY OF SCIENCE AND TECHNOLOGY, YMCA FARIDABAD","Haryana","Faridabad","121003","ashutosh.npti@gov.in","Government","","Not Available","Active"
"23162            		  View Course","ST. MARY'S ENGINEERING COLLEGE","Jawaharlal Nehru Technological University, Hyderabad","Telangana","Yadadri Bhuvanagiri","508284","smecprincipal@stmarygroup.com","Private","NAAC","2029-04-09","Active"
"23163            		  View Course","JAIPURIA SCHOOL OF BUSINESS","All India Council for Technical Education","Uttar Pradesh","Ghaziabad","201014","director@jaipuria.edu.in","Private","NBA","2026-06-30","Active"
"23164            		  View Course","GNA UNIVERSITY","GNA University","Punjab","Kapurthala","144401","registrar@gnauniversity.edu.in","Private","NBA","2027-06-30","Active"
"23165            		  View Course","CHANDIGARH SCHOOL OF BUSINESS","I.K Gujral Punjab Technical University, Jalandhar","Punjab","Sahibzada Ajit Singh Nagar","140307","registrar@cgc.ac.in","Private","NAAC","2029-01-16","Active"
"23166            		  View Course","LORD BUDDHA KOSHI NURSING SANSTHAN","Bihar Nurses Registration Council Patna","Bihar","Saharsa","852221","enquiry@lbknc.com","Private","","Not Available","Active"
"23167            		  View Course","RAJKIYA ENGINEERING COLLEGE, BASTI","Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh","Uttar Pradesh","Basti","272002","directorrecbasti@gmail.com","Government","","Not Available","Active"
"23168            		  View Course","SRI TRIDANDI DEV GOVT. DEGREE COLLEGE, SHAHPUR","Veer Kunwar Singh University","Bihar","Bhojpur","802112","stdgdcshahpur@gmail.com","Government","","Not Available","Active"
"23169            		  View Course","COLLEGE OF VETERINARY AND ANIMAL SCIENCES, KISHANGANJ","Bihar Animal Sciences University","Bihar","Kishanganj","855115","deancov-basu-bih@gov.in","Government","","Not Available","Active"
"23170            		  View Course","RKDF UNIVERSITY","RKDF University","Madhya Pradesh","Bhopal","462033","registrar@rkdf.ac.in","Private","NAAC","2029-05-15","Active"
"23171            		  View Course","BHIMAVARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY","JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, KAKINADA","Andhra Pradesh","West Godavari","534243","principal@bietbvrm.ac.in","Private","NAAC","2028-08-11","Active"
"23172            		  View Course","LAKSHMI NARAIN COLLEGE OF TECHNOLOGY AND SCIENCE","Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","Madhya Pradesh","Bhopal","462022","verifications@lnct.ac.in","Private","NBA","2027-06-30","Active"
"23173            		  View Course","ROSE PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Patna","801505","roseitipatna@gmail.com","Private","","Not Available","Active"
"23174            		  View Course","MAA LAXMI PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Patna","801109","maalaxmipvtiti9gmail.com","Private","","Not Available","Active"
"23175            		  View Course","BIHAR INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Madhubani","847404","biharpvtiti@gmail.com","Private","","Not Available","Active"
"23176            		  View Course","RAM BHAJAN PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","rambhajaniti@gmail.com","Private","","Not Available","Active"
"23177            		  View Course","RAJESH RANJAN ITI","National Council For Vocational Training, New Delhi","Bihar","Buxar","802103","rritibuxar@gmail.com","Private","","Not Available","Active"
"23178            		  View Course","MAURYA PVT INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","mauryaitism@gmail.com","Private","","Not Available","Active"
"23179            		  View Course","SAI PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Gaya","823003","saiitigaya@gmail.com","Private","","Not Available","Active"
"23180            		  View Course","MAA MANGLA INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","maamangla1254@gmail.com","Private","","Not Available","Active"
"23181            		  View Course","MAGADH INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","magadhpvtiti2001gaya@gmail.com","Private","","Not Available","Active"
"23182            		  View Course","MUSKAN PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823001","muskanpvtiti@gmail.com","Private","","Not Available","Active"
"23183            		  View Course","NAV BHARAT PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Begusarai","851122","navbharatitibarauni@gmail.com","Private","","Not Available","Active"
"23184            		  View Course","ADITYA RAJ PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Samastipur","848236","adityarajpvtiti@gmail.com","Private","","Not Available","Active"
"23185            		  View Course","SAI PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Patna","800027","saiiti.patna@gmail.com","Private","","Not Available","Active"
"23186            		  View Course","BHARAT PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Begusarai","851131","shashi.ranjan87@gmail.com","Private","","Not Available","Active"
"23187            		  View Course","HI TECH PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Patna","801113","hitechit.patna@gmail.com","Private","","Not Available","Active"
"23188            		  View Course","CHANAKYA INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Gaya","823003","chanakyaitigaya@gmail.com","Private","","Not Available","Active"
"23189            		  View Course","NAV NALANDA PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Nalanda","803114","alok_kumar307@yahoo.in","Private","","Not Available","Active"
"23190            		  View Course","NEW GLOBAL PRIVATE I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Patna","800007","motion.kanhaiya@gmail.com","Private","","Not Available","Active"
"23191            		  View Course","VIJAYA PRIVATE INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Vaishali","844101","vijayaprivateiti@gmail.com","Private","","Not Available","Active"
"23192            		  View Course","RAMAIYA PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Vaishali","844101","ramaiyapvtiti2012@gmail.com","Private","","Not Available","Active"
"23193            		  View Course","PATLIPUTRA TECHNICAL COLLEGE","National Council For Vocational Training, New Delhi","Bihar","Jehanabad","804417","patliputratechnicalcollege@gmail.com","Private","","Not Available","Active"
"23194            		  View Course","NEW ADARSH PVT. I.T.I.","National Council For Vocational Training, New Delhi","Bihar","Aurangabad","824208","newadarshiti@gmail.com","Private","","Not Available","Active"
"23195            		  View Course","ADARSH INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Aurangabad","824101","adarshitc1275@gmail.com","Private","","Not Available","Active"
"23196            		  View Course","BARAUNI PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Begusarai","851112","barauniiti@gmail.com","Private","","Not Available","Active"
"23197            		  View Course","GREATER PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","843113","greateriti@gmail.com","Private","","Not Available","Active"
"23198            		  View Course","SATYA PVT. I.T.I","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","842002","satyapvtiti@gmail.com","Private","","Not Available","Active"
"23199            		  View Course","NEW CHANKYA PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Gaya","823003","newchanakyapvtiti@gmail.com","Private","","Not Available","Active"
"23200            		  View Course","NBIT PVT. ITI","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","842001","nbitmuz@gmail.com","Private","","Not Available","Active"
"23201            		  View Course","MD. HAROON PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Vaishali","843114","mhpiti@gmail.com","Private","","Not Available","Active"
"23202            		  View Course","DIKSHANT PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Begusarai","851111","dikshantpvtiti@gmail.com","Private","","Not Available","Active"
"23203            		  View Course","MAA CHANDRAKANTA PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","843019","maachandrakantaitc@gmail.com","Private","","Not Available","Active"
"23204            		  View Course","SAHKARI SHILPI INDUSTRIAL TRAINING CENTRE","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","842002","shashik312@gmail.com","Private","","Not Available","Active"
"23205            		  View Course","MITESH PRIVATE I.T.C.","National Council For Vocational Training, New Delhi","Bihar","Patna","800020","singhrameshkumar38@gmail.com","Private","","Not Available","Active"
"23206            		  View Course","NALANDA CONVENT PVT ITI","National Council For Vocational Training, New Delhi","Bihar","Nalanda","803114","alok3722@gmail.com","Private","","Not Available","Active"
"23207            		  View Course","HUNAR INDIA PVT.ITI","National Council For Vocational Training, New Delhi","Bihar","Saharsa","852201","hunarindia18@gmail.com","Private","","Not Available","Active"
"23208            		  View Course","SHRI RAM PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Buxar","802103","byasmunidubey01@gmail.com","Private","","Not Available","Active"
"23209            		  View Course","KISAN PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Nalanda","803119","kisanprivateiti@gmail.com","Private","","Not Available","Active"
"23210            		  View Course","SHIV GOVIND PRIVATE ITI","National Council For Vocational Training, New Delhi","Bihar","Muzaffarpur","842002","shivgovindpvtiti@gmail.com","Private","","Not Available","Active"
"23211            		  View Course","GAUTAM BUDHA PVT. INDUSTRIAL TRAINING INSTITUTE","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","813210","gbpvtiti@yahoo.com","Private","","Not Available","Active"
"23212            		  View Course","SATYABHAMA PVT. ITI","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","812005","satyabhamaiti@yahoo.in","Private","","Not Available","Active"
"23213            		  View Course","BHAGALPUR CITY PVT. ITI","National Council For Vocational Training, New Delhi","Bihar","Bhagalpur","812001","bhagalpurcityitc@gmail.com","Private","","Not Available","Active"
"23214            		  View Course","SRI UMESH MISHRA RANJEET KUMAR PRAKASH COLLEGE","Babasaheb Bhimrao Ambedkar Bihar University","Bihar","Vaishali","844125","sumrkpcollege@gmail.com","Private","","Not Available","Active"
"23215            		  View Course","IES INSTITUTE OF TECHNOLOGY AND MANAGEMENT","I.E.S UNIVERSITY, BHOPAL","Madhya Pradesh","Bhopal","462044","principal.iitm@iesbpl.ac.in","Private","NBA","2027-06-30","Active"
"23216            		  View Course","ARYA COLLEGE OF PHARMACY","Rajasthan University of Health Sciences, Jaipur","Rajasthan","Jaipur","302028","principalacp@aryacollege.org","Private","NAAC","2028-08-01","Active"
"23217            		  View Course","HINDUSTAN COLLEGE OF SCIENCE AND TECHNOLOGY","Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow","Uttar Pradesh","Mathura","281122","director.hcst@sgei.org","Private","NAAC","2029-04-24","Active"
"23218            		  View Course","SRI CHANDRASEKHARENDRA SARASWATHI VISWA MAHAVIDYALAYA","Deemed University","Tamil Nadu","Kanchipuram","631561","registrar@kanchiuniv.ac.in","Private","NAAC","2028-04-20","Active"
"23219            		  View Course","VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES, TECHNICAL CAMPUS FORMERLY KNOWN AS VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES","Guru Gobind Singh Indraprastha University","Delhi","North West Delhi","110034","vipsedu@vips.edu","Private","NAAC","2028-01-09","Active"
